movieId,imdbId,movieTitle,year,mainGenre,lineId,text,wordCount,provisionalLevel,qualityScore,clipAvailable,clipId
2769,138946,"Yards, The",2000,Crime,2769_001,"And, uh, any more quotes you'll get later, ok?",9,B1,104,False,
2769,138946,"Yards, The",2000,Crime,2769_002,"I mean, w-what do you think I am?",9,A2,104,False,
2769,138946,"Yards, The",2000,Crime,2769_003,"Is there anything more we can be doing, Doctor?",9,B1,104,False,
3177,195945,Next Friday,2000,Comedy,3177_001,"Negro, what the hell you doin' to my woman?",9,A2,104,False,
3177,195945,Next Friday,2000,Comedy,3177_002,"No more locked doors around here, you hear me?",9,B1,104,False,
3177,195945,Next Friday,2000,Comedy,3177_003,"Y'all wish y'all had one like this, didn't ya?",9,B1,104,False,
3273,134084,Scream 3,2000,Comedy,3273_001,"And you saved her life, like, how many times?",9,A2,104,False,
3273,134084,Scream 3,2000,Comedy,3273_002,"Now, do you have somewhere we can be alone?",9,A2,104,False,
3273,134084,Scream 3,2000,Comedy,3273_003,"We'll be safer if we stick together, won't we?",9,B1,104,False,
3275,144117,"Boondock Saints, The",2000,Action,3275_001,"At least we got our funny man back, huh?",9,B1,104,False,
3275,144117,"Boondock Saints, The",2000,Action,3275_002,"But we did what we were supposed to, huh?",9,A2,104,False,
3275,144117,"Boondock Saints, The",2000,Action,3275_003,"Can't do much damage with that then, can we?",9,A2,104,False,
3285,163978,"Beach, The",2000,Adventure,3285_001,"And you, have you shown this map to anybody?",9,A2,104,False,
3285,163978,"Beach, The",2000,Adventure,3285_002,"So what do you think about that story, Richard?",9,A2,104,False,
3285,163978,"Beach, The",2000,Adventure,3285_003,"We can take you to the hospital, all right?",9,A2,104,False,
3287,220099,"Tigger Movie, The",2000,Animation,3287_001,"But I could still bounce with ya, right, Tigger?",9,A2,104,False,
3287,220099,"Tigger Movie, The",2000,Animation,3287_002,"But Tigger seems awfully lonely, don't you think, Mama?",9,B1,104,False,
3287,220099,"Tigger Movie, The",2000,Animation,3287_003,"How will b-bouncing move the rock, T-Tigger?",9,B1,104,False,
3298,181984,Boiler Room,2000,Crime,3298_001,"Abby, can you come in here for a second?",9,A2,104,False,
3298,181984,Boiler Room,2000,Crime,3298_002,"But, I mean, how does that really affect me?",9,A2,104,False,
3298,181984,Boiler Room,2000,Crime,3298_003,"How are you making the rent every month, Seth?",9,B1,104,False,
3300,134847,Pitch Black,2000,Horror,3300_001,"Well, look to thing own ass first, right, Carolyn?",9,B1,104,False,
3300,134847,Pitch Black,2000,Horror,3300_002,"What, do you think I'm trying to prove something?",9,B1,104,False,
3300,134847,Pitch Black,2000,Horror,3300_003,And you are sure you can get us there?,9,A2,103,False,
3301,190138,"Whole Nine Yards, The",2000,Comedy,3301_001,"And you just all kinds of fine, ain't you?",9,A2,104,False,
3301,190138,"Whole Nine Yards, The",2000,Comedy,3301_002,"But you do know where Jimmy is, don't you?",9,A2,104,False,
3301,190138,"Whole Nine Yards, The",2000,Comedy,3301_003,"Once Jimmy's dead, why would Janni keep me alive?",9,B1,104,False,
3316,184858,Reindeer Games,2000,Action,3316_001,"Could Fat Man With Flying Horse get quarters, please?",9,B1,104,False,
3316,184858,Reindeer Games,2000,Action,3316_002,"Jack, is there a union for department store Santas?",9,B1,104,False,
3316,184858,Reindeer Games,2000,Action,3316_003,"Let me just go clean this up, all right?",9,A2,104,False,
3317,185014,Wonder Boys,2000,Comedy,3317_001,"I don't want to hear about it anymore, okay?",9,A2,104,False,
3317,185014,Wonder Boys,2000,Comedy,3317_002,"I mean, Jesus, what is it with you Catholics?",9,B1,104,False,
3317,185014,Wonder Boys,2000,Comedy,3317_003,"Oh, my goodness, do you see what I see?",9,A2,104,False,
3323,194368,Chain of Fools,2000,Comedy,3323_001,"It's okay if I call you Meredith, isn't it?",9,B1,104,False,
3323,194368,Chain of Fools,2000,Comedy,3323_002,"Well, what do you want to do about it?",9,A2,104,False,
3323,194368,Chain of Fools,2000,Comedy,3323_003,"You're a barber, you don't barb people, do you?",9,B1,104,False,
3354,183523,Mission to Mars,2000,Sci-Fi,3354_001,"Don't solve all the mysteries ofthe universe, all right?",9,B1,104,False,
3354,183523,Mission to Mars,2000,Sci-Fi,3354_002,"I can't-- I can't believe-- Well, where is he?",9,A2,104,False,
3354,183523,Mission to Mars,2000,Sci-Fi,3354_003,"Listen, hundred of millions ofyears have gone by, okay?",9,B1,104,False,
3408,195685,Erin Brockovich,2000,Drama,3408_001,"You didn't happen to make a copy, did you?",9,A2,104,False,
3408,195685,Erin Brockovich,2000,Drama,3408_002,Did I ever tell you about that airline case?,9,A2,103,False,
3408,195685,Erin Brockovich,2000,Drama,3408_003,Do you know why people think lawyers are scumbags?,9,B1,103,False,
3409,195714,Final Destination,2000,Drama,3409_001,"The mortician said that death has a design, right?",9,B1,104,False,
3409,195714,Final Destination,2000,Drama,3409_002,"Why don't you stay off the J.D., then?",9,B1,104,False,
3409,195714,Final Destination,2000,Drama,3409_003,Been on a lot of planes that blew up?,9,A2,103,False,
3452,165929,Romeo Must Die,2000,Action,3452_001,"Girl, tell him to turn up the music, okay?",9,A2,104,False,
3452,165929,Romeo Must Die,2000,Action,3452_002,"So this has been what it's all about, huh?",9,A2,104,False,
3452,165929,Romeo Must Die,2000,Action,3452_003,"You didn't think you'd get them panties, did you?",9,A2,104,False,
3457,127349,Waking the Dead,2000,Drama,3457_001,"But Manuel, that little boy I told you about?",9,A2,104,False,
3457,127349,Waking the Dead,2000,Drama,3457_002,"Williams, who do you blame for your daughter's death?",9,B1,104,False,
3457,127349,Waking the Dead,2000,Drama,3457_003,Can we think of it as a wartime romance?,9,A2,103,False,
3483,138749,"Road to El Dorado, The",2000,Animation,3483_001,"So, uh, how's the- How's the escape plan coming?",9,B1,104,False,
3483,138749,"Road to El Dorado, The",2000,Animation,3483_002,"Tulio goes for paradise -Hey, what happened to Miguel?",9,B1,104,False,
3483,138749,"Road to El Dorado, The",2000,Animation,3483_003,"What is the object of this game, pray tell?",9,A2,104,False,
3484,192614,"Skulls, The",2000,Thriller,3484_001,"Ames, could I see you upstairs for a moment?",9,B1,104,False,
3484,192614,"Skulls, The",2000,Thriller,3484_002,"Did you learn any truth in class today, Lucas?",9,B1,104,False,
3484,192614,"Skulls, The",2000,Thriller,3484_003,"Hey, uh, you want I should pack these too?",9,B1,104,False,
3510,186151,Frequency,2000,Drama,3510_001,"But you bring me back a big one, okay?",9,A2,104,False,
3510,186151,Frequency,2000,Drama,3510_002,"Satch, my father didn't die in a fire, right?",9,B1,104,False,
3510,186151,Frequency,2000,Drama,3510_003,"What do you say we tame this bronco, huh?",9,A2,104,False,
3511,217756,Ready to Rumble,2000,Comedy,3511_001,"Page, what do you really feel about Jimmy King?",9,A2,104,False,
3511,217756,Ready to Rumble,2000,Comedy,3511_002,Remember I told you I'd take care of you?,9,B1,103,False,
3511,217756,Ready to Rumble,2000,Comedy,3511_003,Who are these two guys that are coming out?,9,A2,103,False,
3513,160797,Rules of Engagement,2000,Drama,3513_001,"Did you remember to take the American flag, sir?",9,B1,104,False,
3513,160797,Rules of Engagement,2000,Drama,3513_002,"Dr Ahmar, does it say what God's command is?",9,B1,104,False,
3513,160797,Rules of Engagement,2000,Drama,3513_003,"I'm sorry, no, you did not warn the crowd?",9,A2,104,False,
3535,144084,American Psycho,2000,Crime,3535_001,"So, uh, wasn't Rothchild originally handling the Fisher account ?",9,B2,104,False,
3535,144084,American Psycho,2000,Crime,3535_002,"Well, what about the massacres in Sri Lanka, honey ?",9,B1,104,False,
3535,144084,American Psycho,2000,Crime,3535_003,And what did the other part of him think ?,9,A2,103,False,
3536,171433,Keeping the Faith,2000,Comedy,3536_001,"An - What does - What does that mean, almost stroke ?",9,B1,104,False,
3536,171433,Keeping the Faith,2000,Comedy,3536_002,"Can I interrupt, or is three a crowd here?",9,B1,104,False,
3536,171433,Keeping the Faith,2000,Comedy,3536_003,"Don't you want to come up, tuck me in?",9,A2,104,False,
3554,199725,Love and Basketball,2000,Drama,3554_001,"Give me a call, maybe, when you get in?",9,A2,104,False,
3554,199725,Love and Basketball,2000,Drama,3554_002,"I don't have it easy like you, all right?",9,A2,104,False,
3554,199725,Love and Basketball,2000,Drama,3554_003,"Look, man, I know you're mad at me, OK?",9,A2,104,False,
3555,141926,U-571,2000,Action,3555_001,"Hirsch I'd like a word with him, would you?",9,A2,104,False,
3555,141926,U-571,2000,Action,3555_002,"Is this for real, or is it a drill?",9,A2,104,False,
3555,141926,U-571,2000,Action,3555_003,Do you think I got all the answers here?,9,A2,103,False,
3563,132910,"Crow: Salvation, The",2000,Action,3563_001,"Alexander Frederick Corvis, do you have any last words?",9,B1,104,False,
3563,132910,"Crow: Salvation, The",2000,Action,3563_002,"He survives that crash, takes time out for art?",9,B1,104,False,
3563,132910,"Crow: Salvation, The",2000,Action,3563_003,"This mystery man with the scar, the zigzag, whatever?",9,B1,104,False,
3578,172495,Gladiator,2000,Action,3578_001,"Can I count on you, when the time comes?",9,A2,104,False,
3578,172495,Gladiator,2000,Action,3578_002,"Gladiator, are you the one they call the Spaniard?",9,B1,104,False,
3578,172495,Gladiator,2000,Action,3578_003,"Have you ever embraced someone dying of plague, sire?",9,B1,104,False,
3615,130623,Dinosaur,2000,Adventure,3615_001,"Okay, what the second worst thing it could be?",9,A2,104,False,
3615,130623,Dinosaur,2000,Adventure,3615_002,But why doesn't he let them accept their fate?,9,A2,103,False,
3615,130623,Dinosaur,2000,Adventure,3615_003,May I remind you that he's one of them?,9,A2,103,False,
3617,215129,Road Trip,2000,Comedy,3617_001,"And since that happened, I find myself asking Why?",9,B1,104,False,
3617,215129,Road Trip,2000,Comedy,3617_002,"What do you mean, Pretty much the only guy ?",9,B1,104,False,
3617,215129,Road Trip,2000,Comedy,3617_003,"You guys are going to have to leave, okay?",9,A2,104,False,
3618,196216,Small Time Crooks,2000,Comedy,3618_001,"For me it was unusually mediocre, don't you think?",9,B1,104,False,
3618,196216,Small Time Crooks,2000,Comedy,3618_002,"He wouldn't leave without saying good-bye, would he?",9,B1,104,False,
3618,196216,Small Time Crooks,2000,Comedy,3618_003,"Ray, why are we standing around in the hallway?",9,B1,104,False,
3623,120755,Mission: Impossible II,2000,Action,3623_001,"Now, he doubled you, what, two or three times?",9,A2,104,False,
3623,120755,Mission: Impossible II,2000,Action,3623_002,And are you gonna tell me where it is?,9,A2,103,False,
3623,120755,Mission: Impossible II,2000,Action,3623_003,How many people are capable of something like that?,9,B1,103,False,
3624,184894,Shanghai Noon,2000,Action,3624_001,"Don't waste my time with stuff like that, okay?",9,A2,104,False,
3624,184894,Shanghai Noon,2000,Action,3624_002,"You want me to, uh, give you a hand?",9,A2,104,False,
3624,184894,Shanghai Noon,2000,Action,3624_003,Is that all you care about is the gold?,9,A2,103,False,
3646,208003,Big Momma's House,2000,Comedy,3646_001,"Big Momma, is that duct tape on your face?",9,B1,104,False,
3646,208003,Big Momma's House,2000,Comedy,3646_002,"Come on, why don't you give it to me?",9,A2,104,False,
3646,208003,Big Momma's House,2000,Comedy,3646_003,"What is that boy up to now, Big Momma?",9,A2,104,False,
3717,187078,Gone in 60 Seconds,2000,Action,3717_001,"Hey, Sphinx, I don't look suspicious, do I, man?",9,B1,104,False,
3717,187078,Gone in 60 Seconds,2000,Action,3717_002,"If she was so great, why'd you leave her?",9,A2,104,False,
3717,187078,Gone in 60 Seconds,2000,Action,3717_003,"It's got a real nice-sounding engine, right, Otto?",9,B1,104,False,
3743,204175,Boys and Girls,2000,Comedy,3743_001,"Jeez, Ryan, what do you want me to say?",9,A2,104,False,
3743,204175,Boys and Girls,2000,Comedy,3743_002,"So, do you wanna come up and dry off?",9,A2,104,False,
3743,204175,Boys and Girls,2000,Comedy,3743_003,"Yeah, but do you think I'm being too cowardly?",9,B1,104,False,
3744,162650,Shaft,2000,Action,3744_001,"But this other thing, you can't do for me?",9,A2,104,False,
3744,162650,Shaft,2000,Action,3744_002,"See that little nigga, the one with the redhat?",9,A2,104,False,
3744,162650,Shaft,2000,Action,3744_003,"This is like half your shitty-assed paycheck, okay?",9,B1,104,False,
3745,120913,Titan A.E.,2000,Action,3745_001,Why do you care so much about that thing?,9,A2,103,False,
3745,120913,Titan A.E.,2000,Action,3745_002,You still got that ring your father gave you?,9,B1,103,False,
3745,120913,Titan A.E.,2000,Action,3745_003,"I mean, I'm the guy with the map here.",9,A2,101,False,
3751,120630,Chicken Run,2000,Animation,3751_001,"A-As an officer, I offer my most-- Fowler ?",9,A2,104,False,
3751,120630,Chicken Run,2000,Animation,3751_002,"Bunty, why didn't you give her some of yours ?",9,A2,104,False,
3751,120630,Chicken Run,2000,Animation,3751_003,"Everyone's waiting, so I told them to-- R-Rocky ?",9,B1,104,False,
3752,183505,"Me, Myself & Irene",2000,Adventure,3752_001,"I mean, who does he think he's talking to?",9,A2,104,False,
3752,183505,"Me, Myself & Irene",2000,Adventure,3752_002,"I never wanted to sleep with you, Hank, okay?",9,B1,104,False,
3752,183505,"Me, Myself & Irene",2000,Adventure,3752_003,"Lee Harvey, what's the diameter of a chicken egg?",9,B1,104,False,
3753,187393,"Patriot, The",2000,Action,3753_001,"General Greene, what exactly is the task before us?",9,B1,104,False,
3753,187393,"Patriot, The",2000,Action,3753_002,"Kill me before the war is over, will you?",9,A2,104,False,
3753,187393,"Patriot, The",2000,Action,3753_003,"Would you, as the initiating officer, care to begin?",9,B1,104,False,
3755,177971,"Perfect Storm, The",2000,Drama,3755_001,Credit for having the guts to walk in here?,9,A2,103,False,
3755,177971,"Perfect Storm, The",2000,Drama,3755_002,Skip what are you gonna do about those sets?,9,A2,103,False,
3755,177971,"Perfect Storm, The",2000,Drama,3755_003,Who told you I wanted to be a fisherman?,9,B1,103,False,
3784,219854,"Kid, The",2000,Comedy,3784_001,"But I'm pretty sure that I'm dreaming, you understand?",9,B1,104,False,
3784,219854,"Kid, The",2000,Comedy,3784_002,"I'm just gonna call the police now, all right?",9,A2,104,False,
3784,219854,"Kid, The",2000,Comedy,3784_003,"They're supposed to be a 24-hour security service, okay?",9,B1,104,False,
3785,175142,Scary Movie,2000,Comedy,3785_001,"Heather, can you tell us what you're feeling, honey?",9,A2,104,False,
3785,175142,Scary Movie,2000,Comedy,3785_002,"Oh, you mean Bobby's got a baby dick too?",9,B1,104,False,
3785,175142,Scary Movie,2000,Comedy,3785_003,"Sir, sir, can I get a word with you?",9,A2,104,False,
